Frame,Metric Distance
0,31.728840035274104
1,31.2310080672651
2,31.431599480140942
3,31.643113082404305
4,31.33284880464899
5,31.546037874319026
6,31.731793280030352
7,31.928283779379157
8,31.80228716206242
9,31.872339512467036
10,31.650497257170542
11,31.39549589670513
12,31.55737053016528
13,31.451205801421978
14,31.277169807884334
15,31.192827986098088
16,30.9088675263747
17,31.122537725757084
18,30.625818328840822
19,30.537348854573196
20,30.390652550148722
21,30.583451510179998
22,30.354921817131498
23,30.63020757130785
24,30.730796222202777
25,30.548641389773707
26,30.76432231857148
27,30.540304307873292
28,30.08193829580261
29,30.148687864750052
30,30.06124428435465
31,29.8243061389447
32,29.947380411709517
33,29.83076576823653
34,29.554585060829737
35,29.39035403428624
36,29.315522294847597
37,29.132688292984255
38,28.733039288594938
39,29.10481483325094
40,28.90078855659621
41,29.077389670353284
42,28.782169082307306
43,29.084206425995006
44,29.14126919750126
45,28.93706726370781
46,28.91851536670226
47,28.740816716320445
48,28.75916252931654
49,28.7923421482649
50,28.91903946565435
51,28.520114214985398
52,28.743412764394655
53,28.71825689060084
54,28.164824889445214
55,28.027701313908942
56,27.668438963801663
57,27.770787954539024
58,27.777044550025963
59,27.344816774301492
60,27.391946278754858
61,27.457977769770586
62,27.539050390431328
63,27.426463378562175
64,27.6405060059356
65,27.746274743866785
66,27.625790446874717
67,27.71643327651504
68,27.750322086304898
69,27.591903218464573
70,27.231294965259515
71,27.64847668203926
72,27.059837178075497
73,27.21137004123232
74,27.15603889413898
75,27.493320302346582
76,27.26369995191984
77,26.979106273161015
78,28.866829657661157
79,30.559382374105
80,31.977391558048524
81,32.64365506812622
82,32.630998608780416
83,32.93163681357791
84,33.087223253449366
85,32.89019737487553
86,32.67118045030597
87,32.9708695992558
88,32.91809773832756
89,33.05914422982015
90,33.217953616466374
91,33.27550366951773
92,32.94538573201383
93,32.94070251696307
94,33.0147046830072
95,33.0303220812402
96,33.09616512844005
97,32.89541657784041
98,32.42878432621788
99,32.73747575586505
100,32.52651290145535
101,32.50933833081463
102,32.05616332604312
103,32.192123374424895
104,32.0614574786169
105,32.03640008264695
106,31.716971515729433
107,31.46814284421079
108,31.7686231873977
109,31.57817845105214
110,31.246560762072328
111,31.58706309734893
112,31.572328014869598
113,31.520771894391686
114,31.666038261073382
115,31.63631937399424
116,31.77124027148279
117,31.567839478815657
118,31.860953727961686
119,31.665522221101263
120,31.879742896306354
121,31.349513520397615
122,31.100316522762867
123,31.28006336002531
124,30.812180972512543
125,30.95301097688236
126,30.93566115677295
127,30.955594598827822
128,30.899696690715153
129,30.637940485840367
130,30.199808242957985
131,30.152333936839334
132,29.67418090182513
133,30.068467405070287
134,29.930149296387093
135,29.727732307196362
136,29.690470623819408
137,29.63823594483192
138,29.41312177283927
139,29.36684511692794
140,29.47274616114825
141,29.44191003084348
142,29.319182593608446
143,28.89283298550029
144,29.095070910472423
145,28.766932358842247
146,29.07721892972055
147,28.928021072683926
148,28.8882896398108
149,28.85285920978582
150,28.852599311522432
151,28.45090780341554
152,28.039247011436252
153,28.054108914546667
154,28.066848014426355
155,28.12075849599931
156,27.807143313686815
157,27.627566708777536
158,27.71772628219545
159,27.670520191249693
160,27.548171329705113
161,27.58868428501686
162,27.452223038385505
163,27.215451830828087
164,27.175821907018502
165,27.259941983289544
166,27.543728188229665
167,29.14843068712502
168,30.569629870042398
169,31.84914898670153
170,32.31668027630405
171,32.702472409502064
172,32.58811219405623
173,32.95790655214962
174,32.988725002766486
175,33.29405786665874
176,32.968254520543645
177,32.94214948617403
178,32.693039167152364
179,33.1753278997308
180,33.38003006056151
181,33.26438182973554
182,33.37583383817794
183,33.29708999663588
184,33.10212957953718
185,32.91982717846708
186,33.025184051958846
187,33.26208428110712
188,32.931925368633614
189,32.3973732044163
190,32.5027944156943
191,32.66621794321982
192,32.75132515162669
193,32.472144718527744
194,32.70392350909722
195,32.41411263465194
196,32.53974292133694
197,32.32839170262088
198,32.157180117601726
199,32.345777359420765
200,32.22993906115834
201,32.21557619563262
202,32.106424178647984
203,31.99720045451933
204,31.811076104025602
205,31.849929065840257
206,31.967247250955893
207,31.961547330528838
208,31.693588342775612
209,31.808928874674734
210,31.213271602103468
211,31.28603444076756
212,31.258360171214797
213,31.268802414624055
214,31.304511558744984
215,31.08303024100296
216,31.005995822817546
217,30.794921809107272
218,31.15429962046671
219,30.85286924301316
220,30.625611776475424
221,30.430133488070595
222,30.036421432371057
223,30.079840011273028
224,29.84253529518982
225,29.935066927749418
226,30.320960063956854
227,29.734724648807017
228,29.466550908257737
229,29.83882151127063
230,29.80667088634823
231,29.504873980111284
232,29.728163329549282
233,29.6337622207512
234,29.706328872644434
235,29.240806321136148
236,29.284670520317718
237,29.22865679553113
238,29.092529013113072
239,28.95216165093167
240,28.662655163458055
241,28.46345072793511
242,28.53302279764572
243,28.605584082971376
244,28.25794559063968
245,28.30409504675808
246,27.84717927796614
247,27.674152306583956
248,27.880814293373483
249,28.171925191521503
250,28.30154412961538
251,28.01432923539698
252,28.060165530331155
253,27.774961994094646
254,28.174986195778587
255,27.51132840075701
256,27.820262858862073
257,28.630210894497203
258,30.363791958910532
259,31.998859077530945
260,32.14683232153108
261,32.31774552208832
262,32.66478401245252
263,33.16279432803074
264,33.46969836503955
265,33.54280514044838
266,33.55077172568481
267,33.48054056555922
268,33.17647504949501
269,33.31279010108865
270,33.49526736689285
271,33.30643687229275
272,33.50414695772821
273,33.074392826600686
274,33.16764457139095
275,32.88650642410392
276,32.62740908843115
277,32.73149710713522
278,32.72065760338822
279,32.5202712065903
280,32.97723739275224
